time,measure,key_fifths,key_mode,chord_root,chord_type,note_root,note_octave,note_duration
4/4,1,7,major,C#,major,C#,4,4.0
4/4,1,7,major,C#,major,D#,4,2.0
4/4,1,7,major,C#,major,E#,4,4.0
4/4,1,7,major,C#,major,D#,4,2.0
4/4,1,7,major,C#,major,C#,4,2.0
4/4,1,7,major,C#,major,D-2,4,2.0
4/4,2,7,major,B0,major,B0,3,4.0
4/4,2,7,major,B0,major,C#,4,2.0
4/4,2,7,major,B0,major,D#,4,4.0
4/4,2,7,major,B0,major,C#,4,2.0
4/4,2,7,major,B0,major,B0,3,2.0
4/4,2,7,major,B0,major,E0,4,2.0
4/4,3,7,major,E0,major,E0,4,4.0
4/4,3,7,major,E0,major,F#,4,2.0
4/4,3,7,major,E0,major,G#,4,4.0
4/4,3,7,major,E0,major,F#,4,2.0
4/4,3,7,major,E0,major,E0,4,2.0
4/4,3,7,major,E0,major,D#,4,2.0
4/4,4,7,major,C#,major,C#,4,4.0
4/4,4,7,major,C#,major,D#,4,2.0
4/4,4,7,major,C#,major,E#,4,4.0
4/4,4,7,major,C#,major,D#,4,2.0
4/4,4,7,major,C#,major,C#,4,2.0
4/4,4,7,major,C#,major,D-2,4,2.0
4/4,5,7,major,B0,major,B0,3,4.0
4/4,5,7,major,B0,major,C#,4,2.0
4/4,5,7,major,B0,major,D#,4,4.0
4/4,5,7,major,B0,major,C#,4,2.0
4/4,5,7,major,B0,major,B0,3,2.0
4/4,5,7,major,B0,major,E0,4,2.0
4/4,6,7,major,E0,major,E0,4,4.0
4/4,6,7,major,E0,major,F#,4,2.0
4/4,6,7,major,E0,major,G#,4,4.0
4/4,6,7,major,E0,major,F#,4,2.0
4/4,6,7,major,E0,major,E0,4,2.0
4/4,6,7,major,E0,major,G#,4,2.0
4/4,7,7,major,G#,major,G#,4,4.0
4/4,7,7,major,G#,major,A#,4,2.0
4/4,7,7,major,G#,major,D-2,5,4.0
4/4,7,7,major,G#,major,A#,4,2.0
4/4,7,7,major,G#,major,G#,4,2.0
4/4,7,7,major,G#,major,C0,5,2.0
4/4,8,7,major,G#,major,C0,5,4.0
4/4,8,7,major,G#,major,C#,5,2.0
4/4,8,7,major,G#,major,D#,5,4.0
4/4,8,7,major,G#,major,C#,5,2.0
4/4,8,7,major,G#,major,C0,5,2.0
4/4,8,7,major,G#,major,C#,5,2.0
4/4,9,7,major,F#,major,C#,5,4.0
4/4,9,7,major,F#,major,A#,4,2.0
4/4,9,7,major,F#,major,A#,4,4.0
4/4,9,7,major,F#,major,G#,4,2.0
4/4,9,7,major,F#,major,F#,4,4.0
4/4,10,7,major,F#,major,C#,5,4.0
4/4,10,7,major,F#,major,A#,4,2.0
4/4,10,7,major,F#,major,A#,4,4.0
4/4,10,7,major,F#,major,G#,4,2.0
4/4,10,7,major,F#,major,F#,4,4.0
4/4,11,7,major,E0,major,B0,4,4.0
4/4,11,7,major,E0,major,G#,4,2.0
4/4,11,7,major,E0,major,G#,4,4.0
4/4,11,7,major,E0,major,F#,4,2.0
4/4,11,7,major,E0,major,E0,4,4.0
4/4,12,7,major,E0,major,B0,4,4.0
4/4,12,7,major,E0,major,G#,4,2.0
4/4,12,7,major,E0,major,G#,4,4.0
4/4,12,7,major,E0,major,F#,4,2.0
4/4,12,7,major,E0,major,E0,4,2.0
4/4,12,7,major,E0,major,D#,4,2.0
4/4,13,7,major,C#,major,C#,4,4.0
4/4,13,7,major,C#,major,D#,4,2.0
4/4,13,7,major,C#,major,E#,4,4.0
4/4,13,7,major,C#,major,D#,4,2.0
4/4,13,7,major,C#,major,C#,4,2.0
4/4,13,7,major,C#,major,D-2,4,2.0
4/4,14,7,major,B0,major,B0,3,4.0
4/4,14,7,major,B0,major,C#,4,2.0
4/4,14,7,major,B0,major,D#,4,4.0
4/4,14,7,major,B0,major,C#,4,2.0
4/4,14,7,major,B0,major,B0,3,2.0
4/4,14,7,major,B0,major,C#,4,2.0
4/4,15,7,major,C#,major,C#,4,16.0
4/4,16,7,major,C#,major,C#,4,16.0
4/4,17,7,major,C#,major,rest,0,4.0
4/4,17,7,major,C#,major,rest,0,2.0
4/4,17,7,major,C#,major,C#,4,2.0
4/4,17,7,major,C#,major,G#,4,2.0
4/4,17,7,major,C#,major,F#,4,2.0
4/4,17,7,major,C#,major,F0,4,2.0
4/4,17,7,major,C#,major,D#,4,2.0
4/4,18,7,major,B0,major,D#,4,2.0
4/4,18,7,major,B0,major,C#,4,4.0
4/4,18,7,major,B0,major,rest,0,4.0
4/4,18,7,major,B0,major,rest,0,4.0
4/4,18,7,major,B0,major,rest,0,2.0
4/4,19,7,major,C#,major,rest,0,4.0
4/4,19,7,major,C#,major,rest,0,2.0
4/4,19,7,major,C#,major,rest,0,2.0
4/4,19,7,major,C#,major,G#,4,2.0
4/4,19,7,major,C#,major,F#,4,2.0
4/4,19,7,major,C#,major,F0,4,2.0
4/4,19,7,major,C#,major,G#,4,2.0
4/4,20,7,major,A#,minor,A#,4,4.0
4/4,20,7,major,A#,minor,E#,4,4.0
4/4,20,7,major,A#,minor,rest,0,2.0
4/4,20,7,major,A#,minor,G#,4,2.0
4/4,20,7,major,A#,minor,A#,4,2.0
4/4,20,7,major,A#,minor,B0,4,2.0
4/4,21,7,major,B0,major,B0,4,2.0
4/4,21,7,major,B0,major,B0,4,2.0
4/4,21,7,major,B0,major,B0,4,2.0
4/4,21,7,major,B0,major,B0,4,4.0
4/4,21,7,major,B0,major,A#,4,2.0
4/4,21,7,major,B0,major,G#,4,2.0
4/4,21,7,major,B0,major,F#,4,2.0
4/4,22,7,major,F#,major,A#,4,2.0
4/4,22,7,major,F#,major,A#,4,2.0
4/4,22,7,major,F#,major,A#,4,2.0
4/4,22,7,major,F#,major,A#,4,2.0
4/4,22,7,major,F#,major,A#,4,2.0
4/4,22,7,major,F#,major,G#,4,2.0
4/4,22,7,major,F#,major,F#,4,2.0
4/4,22,7,major,F#,major,A#,4,2.0
4/4,23,7,major,C#,major,G#,4,4.0
4/4,23,7,major,C#,major,F0,4,2.0
4/4,23,7,major,C#,major,C#,4,2.0
4/4,23,7,major,C#,major,G#,4,2.0
4/4,23,7,major,C#,major,F#,4,2.0
4/4,23,7,major,C#,major,F0,4,2.0
4/4,23,7,major,C#,major,D#,4,2.0
4/4,24,7,major,B0,major,D#,4,2.0
4/4,24,7,major,B0,major,C#,4,4.0
4/4,24,7,major,B0,major,rest,0,4.0
4/4,24,7,major,B0,major,rest,0,4.0
4/4,24,7,major,B0,major,rest,0,2.0
4/4,25,7,major,C#,major,rest,0,4.0
4/4,25,7,major,C#,major,rest,0,2.0
4/4,25,7,major,C#,major,C#,4,2.0
4/4,25,7,major,C#,major,G#,4,2.0
4/4,25,7,major,C#,major,F#,4,2.0
4/4,25,7,major,C#,major,F0,4,2.0
4/4,25,7,major,C#,major,G#,4,2.0
4/4,26,7,major,A#,minor,A#,4,4.0
4/4,26,7,major,A#,minor,E#,4,4.0
4/4,26,7,major,A#,minor,rest,0,2.0
4/4,26,7,major,A#,minor,G#,4,2.0
4/4,26,7,major,A#,minor,A#,4,2.0
4/4,26,7,major,A#,minor,B0,4,2.0
4/4,27,7,major,B0,major,B0,4,2.0
4/4,27,7,major,B0,major,B0,4,2.0
4/4,27,7,major,B0,major,B0,4,2.0
4/4,27,7,major,B0,major,B0,4,4.0
4/4,27,7,major,B0,major,A#,4,2.0
4/4,27,7,major,B0,major,G#,4,2.0
4/4,27,7,major,B0,major,F#,4,2.0
4/4,28,7,major,F#,major,F#,4,2.0
4/4,28,7,major,F#,major,F#,4,2.0
4/4,28,7,major,F#,major,F#,4,2.0
4/4,28,7,major,F#,major,F#,4,2.0
4/4,28,7,major,F#,major,F#,4,2.0
4/4,28,7,major,F#,major,F0,4,2.0
4/4,28,7,major,F#,major,D#,4,2.0
4/4,28,7,major,F#,major,C#,4,2.0
4/4,29,7,major,C#,major,C#,4,2.0
4/4,29,7,major,C#,major,C#,5,2.0
4/4,29,7,major,C#,major,C#,5,2.0
4/4,29,7,major,C#,major,C#,5,4.0
4/4,29,7,major,C#,major,C0,5,2.0
4/4,29,7,major,C#,major,A#,4,2.0
4/4,29,7,major,C#,major,G#,4,2.0
4/4,30,7,major,G#,major,G#,4,2.0
4/4,30,7,major,G#,major,G#,4,2.0
4/4,30,7,major,G#,major,G#,4,2.0
4/4,30,7,major,G#,major,F0,4,2.0
4/4,30,7,major,G#,major,G#,4,2.0
4/4,30,7,major,G#,major,G#,4,2.0
4/4,30,7,major,G#,major,A#,4,2.0
4/4,30,7,major,G#,major,B0,4,2.0
4/4,31,7,major,B0,major,B0,4,2.0
4/4,31,7,major,B0,major,B0,4,2.0
4/4,31,7,major,B0,major,B0,4,2.0
4/4,31,7,major,B0,major,B0,4,2.0
4/4,31,7,major,B0,major,B0,4,2.0
4/4,31,7,major,B0,major,A#,4,2.0
4/4,31,7,major,B0,major,G#,4,2.0
4/4,31,7,major,B0,major,F#,4,2.0
4/4,32,7,major,F#,major,F#,4,2.0
4/4,32,7,major,F#,major,F#,4,2.0
4/4,32,7,major,F#,major,F#,4,2.0
4/4,32,7,major,F#,major,F#,4,2.0
4/4,32,7,major,F#,major,F#,4,2.0
4/4,32,7,major,F#,major,F0,4,2.0
4/4,32,7,major,F#,major,D#,4,4.0
4/4,33,7,major,G#,major,F0,4,2.0
4/4,33,7,major,G#,major,D#,4,2.0
4/4,33,7,major,G#,major,D#,4,8.0
4/4,33,7,major,G#,major,rest,0,4.0
4/4,34,7,major,C#,major,rest,0,4.0
4/4,34,7,major,C#,major,rest,0,2.0
4/4,34,7,major,C#,major,C#,4,2.0
4/4,34,7,major,C#,major,G#,4,2.0
4/4,34,7,major,C#,major,F#,4,2.0
4/4,34,7,major,C#,major,F0,4,2.0
4/4,34,7,major,C#,major,D#,4,2.0
4/4,35,7,major,B0,major,D#,4,2.0
4/4,35,7,major,B0,major,C#,4,4.0
4/4,35,7,major,B0,major,rest,0,4.0
4/4,35,7,major,B0,major,rest,0,4.0
4/4,35,7,major,B0,major,rest,0,2.0
4/4,36,7,major,C#,major,rest,0,4.0
4/4,36,7,major,C#,major,G#,4,2.0
4/4,36,7,major,C#,major,G#,4,2.0
4/4,36,7,major,C#,major,G#,4,2.0
4/4,36,7,major,C#,major,F#,4,2.0
4/4,36,7,major,C#,major,F0,4,2.0
4/4,36,7,major,C#,major,G#,4,2.0
4/4,37,7,major,A#,minor,rest,0,4.0
4/4,37,7,major,A#,minor,A#,4,4.0
4/4,37,7,major,A#,minor,E#,4,2.0
4/4,37,7,major,A#,minor,G#,4,2.0
4/4,37,7,major,A#,minor,A#,4,2.0
4/4,37,7,major,A#,minor,B0,4,2.0
4/4,38,7,major,B0,major,B0,4,2.0
4/4,38,7,major,B0,major,D-2,5,2.0
4/4,38,7,major,B0,major,D-2,5,2.0
4/4,38,7,major,B0,major,D-2,5,2.0
4/4,38,7,major,B0,major,A#,4,2.0
4/4,38,7,major,B0,major,G#,4,4.0
4/4,38,7,major,B0,major,F#,4,2.0
4/4,39,7,major,F#,major,F#,4,2.0
4/4,39,7,major,F#,major,F#,4,2.0
4/4,39,7,major,F#,major,F#,4,2.0
4/4,39,7,major,F#,major,F#,4,2.0
4/4,39,7,major,F#,major,F#,4,2.0
4/4,39,7,major,F#,major,F0,4,2.0
4/4,39,7,major,F#,major,D#,4,2.0
4/4,39,7,major,F#,major,C#,4,2.0
4/4,40,7,major,C#,major,C#,4,2.0
4/4,40,7,major,C#,major,C#,5,2.0
4/4,40,7,major,C#,major,C#,5,2.0
4/4,40,7,major,C#,major,C#,5,4.0
4/4,40,7,major,C#,major,C0,5,2.0
4/4,40,7,major,C#,major,A#,4,2.0
4/4,40,7,major,C#,major,G#,4,2.0
4/4,41,7,major,G#,major,G#,4,4.0
4/4,41,7,major,G#,major,G#,4,2.0
4/4,41,7,major,G#,major,F0,4,2.0
4/4,41,7,major,G#,major,G#,4,2.0
4/4,41,7,major,G#,major,G#,4,2.0
4/4,41,7,major,G#,major,G#,4,2.0
4/4,41,7,major,G#,major,A#,4,2.0
4/4,42,7,major,B0,major,B0,4,2.0
4/4,42,7,major,B0,major,B0,4,2.0
4/4,42,7,major,B0,major,B0,4,2.0
4/4,42,7,major,B0,major,B0,4,2.0
4/4,42,7,major,B0,major,A#,4,2.0
4/4,42,7,major,B0,major,G#,4,4.0
4/4,42,7,major,B0,major,F#,4,2.0
4/4,43,7,major,F#,major,F#,4,2.0
4/4,43,7,major,F#,major,F#,4,2.0
4/4,43,7,major,F#,major,F#,4,2.0
4/4,43,7,major,F#,major,F#,4,4.0
4/4,43,7,major,F#,major,F0,4,2.0
4/4,43,7,major,F#,major,D#,4,4.0
4/4,44,7,major,G#,major,F0,4,2.0
4/4,44,7,major,G#,major,D#,4,2.0
4/4,44,7,major,G#,major,D#,4,8.0
4/4,44,7,major,G#,major,rest,0,2.0
4/4,44,7,major,G#,major,rest,0,2.0
4/4,45,7,major,G#,major,rest,0,16.0
4/4,46,7,major,C#,major,rest,0,4.0
4/4,46,7,major,C#,major,rest,0,2.0
4/4,46,7,major,C#,major,C#,4,2.0
4/4,46,7,major,C#,major,G#,4,2.0
4/4,46,7,major,C#,major,F#,4,2.0
4/4,46,7,major,C#,major,F0,4,2.0
4/4,46,7,major,C#,major,D#,4,2.0
4/4,47,7,major,B0,major,D#,4,2.0
4/4,47,7,major,B0,major,C#,4,4.0
4/4,47,7,major,B0,major,rest,0,4.0
4/4,47,7,major,B0,major,rest,0,4.0
4/4,47,7,major,B0,major,rest,0,2.0
4/4,48,7,major,C#,major,rest,0,4.0
4/4,48,7,major,C#,major,rest,0,2.0
4/4,48,7,major,C#,major,rest,0,2.0
4/4,48,7,major,C#,major,G#,4,2.0
4/4,48,7,major,C#,major,F#,4,2.0
4/4,48,7,major,C#,major,F0,4,2.0
4/4,48,7,major,C#,major,G#,4,2.0
4/4,49,7,major,A#,minor,A#,4,4.0
4/4,49,7,major,A#,minor,E#,4,4.0
4/4,49,7,major,A#,minor,rest,0,2.0
4/4,49,7,major,A#,minor,G#,4,2.0
4/4,49,7,major,A#,minor,A#,4,2.0
4/4,49,7,major,A#,minor,B0,4,2.0
4/4,50,7,major,B0,major,B0,4,2.0
4/4,50,7,major,B0,major,B0,4,2.0
4/4,50,7,major,B0,major,B0,4,2.0
4/4,50,7,major,B0,major,B0,4,4.0
4/4,50,7,major,B0,major,A#,4,2.0
4/4,50,7,major,B0,major,G#,4,2.0
4/4,50,7,major,B0,major,F#,4,2.0
4/4,51,7,major,F#,major,A#,4,2.0
4/4,51,7,major,F#,major,A#,4,2.0
4/4,51,7,major,F#,major,A#,4,2.0
4/4,51,7,major,F#,major,A#,4,2.0
4/4,51,7,major,F#,major,A#,4,2.0
4/4,51,7,major,F#,major,G#,4,2.0
4/4,51,7,major,F#,major,F#,4,2.0
4/4,51,7,major,F#,major,A#,4,2.0
4/4,52,7,major,C#,major,G#,4,4.0
4/4,52,7,major,C#,major,F0,4,2.0
4/4,52,7,major,C#,major,C#,4,2.0
4/4,52,7,major,C#,major,G#,4,2.0
4/4,52,7,major,C#,major,F#,4,2.0
4/4,52,7,major,C#,major,F0,4,2.0
4/4,52,7,major,C#,major,D#,4,2.0
4/4,53,7,major,B0,major,D#,4,2.0
4/4,53,7,major,B0,major,C#,4,4.0
4/4,53,7,major,B0,major,rest,0,4.0
4/4,53,7,major,B0,major,rest,0,4.0
4/4,53,7,major,B0,major,rest,0,2.0
4/4,54,7,major,C#,major,rest,0,4.0
4/4,54,7,major,C#,major,rest,0,2.0
4/4,54,7,major,C#,major,C#,4,2.0
4/4,54,7,major,C#,major,G#,4,2.0
4/4,54,7,major,C#,major,F#,4,2.0
4/4,54,7,major,C#,major,F0,4,2.0
4/4,54,7,major,C#,major,G#,4,2.0
4/4,55,7,major,A#,minor,A#,4,4.0
4/4,55,7,major,A#,minor,E#,4,4.0
4/4,55,7,major,A#,minor,rest,0,2.0
4/4,55,7,major,A#,minor,G#,4,2.0
4/4,55,7,major,A#,minor,A#,4,2.0
4/4,55,7,major,A#,minor,B0,4,2.0
4/4,56,7,major,B0,major,B0,4,2.0
4/4,56,7,major,B0,major,B0,4,2.0
4/4,56,7,major,B0,major,B0,4,2.0
4/4,56,7,major,B0,major,B0,4,4.0
4/4,56,7,major,B0,major,A#,4,2.0
4/4,56,7,major,B0,major,G#,4,2.0
4/4,56,7,major,B0,major,F#,4,2.0
4/4,57,7,major,F#,major,F#,4,2.0
4/4,57,7,major,F#,major,F#,4,2.0
4/4,57,7,major,F#,major,F#,4,2.0
4/4,57,7,major,F#,major,F#,4,2.0
4/4,57,7,major,F#,major,F#,4,2.0
4/4,57,7,major,F#,major,F0,4,2.0
4/4,57,7,major,F#,major,D#,4,2.0
4/4,57,7,major,F#,major,C#,4,2.0
4/4,58,7,major,C#,major,C#,4,2.0
4/4,58,7,major,C#,major,C#,5,2.0
4/4,58,7,major,C#,major,C#,5,2.0
4/4,58,7,major,C#,major,C#,5,4.0
4/4,58,7,major,C#,major,C0,5,2.0
4/4,58,7,major,C#,major,A#,4,2.0
4/4,58,7,major,C#,major,G#,4,2.0
4/4,59,7,major,G#,major,G#,4,2.0
4/4,59,7,major,G#,major,G#,4,2.0
4/4,59,7,major,G#,major,G#,4,2.0
4/4,59,7,major,G#,major,E#,4,2.0
4/4,59,7,major,G#,major,G#,4,2.0
4/4,59,7,major,G#,major,G#,4,2.0
4/4,59,7,major,G#,major,A#,4,2.0
4/4,59,7,major,G#,major,B0,4,2.0
4/4,60,7,major,B0,major,B0,4,2.0
4/4,60,7,major,B0,major,B0,4,2.0
4/4,60,7,major,B0,major,B0,4,2.0
4/4,60,7,major,B0,major,B0,4,2.0
4/4,60,7,major,B0,major,B0,4,2.0
4/4,60,7,major,B0,major,A#,4,2.0
4/4,60,7,major,B0,major,G#,4,2.0
4/4,60,7,major,B0,major,F#,4,2.0
4/4,61,7,major,F#,major,F#,4,2.0
4/4,61,7,major,F#,major,F#,4,2.0
4/4,61,7,major,F#,major,F#,4,2.0
4/4,61,7,major,F#,major,F#,4,2.0
4/4,61,7,major,F#,major,F#,4,2.0
4/4,61,7,major,F#,major,F0,4,2.0
4/4,61,7,major,F#,major,D#,4,4.0
4/4,62,7,major,G#,major,E#,4,2.0
4/4,62,7,major,G#,major,D#,4,2.0
4/4,62,7,major,G#,major,D#,4,8.0
4/4,62,7,major,G#,major,rest,0,4.0
4/4,63,7,major,G#,major,rest,0,8.0
4/4,63,7,major,G#,major,rest,0,4.0
4/4,63,7,major,G#,major,rest,0,2.0
4/4,63,7,major,G#,major,F#,4,2.0
4/4,64,7,major,B0,major,B0,4,2.0
4/4,64,7,major,B0,major,B0,4,2.0
4/4,64,7,major,B0,major,B0,4,2.0
4/4,64,7,major,B0,major,B0,4,2.0
4/4,64,7,major,B0,major,B0,4,2.0
4/4,64,7,major,B0,major,A#,4,2.0
4/4,64,7,major,B0,major,G#,4,2.0
4/4,64,7,major,B0,major,F#,4,2.0
4/4,65,7,major,F#,major,F#,4,2.0
4/4,65,7,major,F#,major,F#,4,2.0
4/4,65,7,major,F#,major,F#,4,2.0
4/4,65,7,major,F#,major,F#,4,2.0
4/4,65,7,major,F#,major,F#,4,2.0
4/4,65,7,major,F#,major,F0,4,2.0
4/4,65,7,major,F#,major,D#,4,4.0
4/4,66,7,major,G#,major,E#,4,2.0
4/4,66,7,major,G#,major,D#,4,2.0
4/4,66,7,major,G#,major,D#,4,8.0
4/4,66,7,major,G#,major,rest,0,4.0
4/4,67,7,major,G#,major,rest,0,16.0
4/4,68,7,major,B0,major,B0,4,2.0
4/4,68,7,major,B0,major,B0,4,2.0
4/4,68,7,major,B0,major,B0,4,2.0
4/4,68,7,major,B0,major,B0,4,2.0
4/4,68,7,major,B0,major,B0,4,2.0
4/4,68,7,major,B0,major,A#,4,2.0
4/4,68,7,major,B0,major,G#,4,2.0
4/4,68,7,major,B0,major,C#,5,2.0
4/4,69,7,major,F#,major,C#,5,2.0
4/4,69,7,major,F#,major,C#,5,2.0
4/4,69,7,major,F#,major,C#,5,2.0
4/4,69,7,major,F#,major,C#,5,2.0
4/4,69,7,major,F#,major,C#,5,2.0
4/4,69,7,major,F#,major,C0,5,2.0
4/4,69,7,major,F#,major,A#,4,4.0
4/4,70,7,major,G#,major,C0,5,2.0
4/4,70,7,major,G#,major,A#,4,2.0
4/4,70,7,major,G#,major,A#,4,8.0
4/4,70,7,major,G#,major,rest,0,2.0
4/4,70,7,major,G#,major,rest,0,2.0
4/4,71,7,major,G#,major,rest,0,16.0
4/4,72,7,major,B0,major,rest,0,16.0
4/4,73,7,major,F#,major,rest,0,16.0
4/4,74,7,major,G#,suspended-fourth,rest,0,16.0
4/4,75,7,major,G#,major,rest,0,16.0
